,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
330,1060033,34,False,False,331,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],9,4,,1,3,
331,1060034,34,False,False,332,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],12,2,,2,4,
332,1060032,34,False,False,333,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],17,3,,3,4,
333,1060035,34,False,False,334,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],10,2,,4,4,
334,1060036,34,False,False,335,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],6,2,,7,4,
335,1060037,34,False,False,336,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],16,4,,8,2,
336,1060038,34,False,False,337,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],13,5,,11,2,
337,1060039,34,False,False,338,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],20,2,,15,3,
338,1060040,34,False,False,339,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],14,3,,18,2,
339,1060041,34,False,False,340,2020-04-18 14:00:00,0,1970-01-01 00:00:00,False,[],5,3,,19,2,
340,1060043,35,False,False,341,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],7,2,,2,3,
341,1060042,35,False,False,342,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],9,3,,3,3,
342,1060044,35,False,False,343,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],11,2,,4,4,
343,1060045,35,False,False,344,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],5,5,,10,2,
344,1060046,35,False,False,345,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],16,4,,12,2,
345,1060047,35,False,False,346,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],19,2,,14,2,
346,1060048,35,False,False,347,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],6,2,,15,4,
347,1060049,35,False,False,348,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],1,4,,17,4,
348,1060050,35,False,False,349,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],13,3,,18,2,
349,1060051,35,False,False,350,2020-04-25 14:00:00,0,1970-01-01 00:00:00,False,[],8,3,,20,2,
350,1060052,36,False,False,351,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],10,4,,1,4,
351,1060053,36,False,False,352,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],20,2,,5,3,
352,1060054,36,False,False,353,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],14,4,,6,2,
353,1060055,36,False,False,354,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],12,2,,7,4,
354,1060056,36,False,False,355,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],2,4,,8,2,
355,1060057,36,False,False,356,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],15,3,,9,2,
356,1060058,36,False,False,357,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],3,5,,11,2,
357,1060059,36,False,False,358,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],17,3,,13,4,
358,1060060,36,False,False,359,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],4,2,,16,2,
359,1060061,36,False,False,360,2020-05-02 14:00:00,0,1970-01-01 00:00:00,False,[],18,3,,19,3,
360,1060063,37,False,False,361,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],1,2,,2,4,
361,1060062,37,False,False,362,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],16,3,,3,2,
362,1060064,37,False,False,363,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],13,2,,4,2,
363,1060065,37,False,False,364,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],6,5,,10,4,
364,1060066,37,False,False,365,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],19,4,,12,2,
365,1060067,37,False,False,366,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],5,2,,14,2,
366,1060068,37,False,False,367,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],8,2,,15,2,
367,1060069,37,False,False,368,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],9,4,,17,3,
368,1060070,37,False,False,369,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],11,3,,18,4,
369,1060071,37,False,False,370,2020-05-09 14:00:00,0,1970-01-01 00:00:00,False,[],7,3,,20,3,
370,1060072,38,False,False,371,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],18,4,,1,3,
371,1060073,38,False,False,372,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],4,2,,5,2,
372,1060074,38,False,False,373,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],20,4,,6,3,
373,1060075,38,False,False,374,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],17,2,,7,4,
374,1060076,38,False,False,375,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],3,4,,8,2,
375,1060077,38,False,False,376,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],12,3,,9,4,
376,1060078,38,False,False,377,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],14,5,,11,2,
377,1060079,38,False,False,378,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],10,3,,13,4,
378,1060080,38,False,False,379,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],15,2,,16,2,
379,1060081,38,False,False,380,2020-05-17 14:00:00,0,1970-01-01 00:00:00,False,[],2,3,,19,2,
